,MAKE,MODEL,MODEL_DESCRIPTION,VARIANT,YEAR,CC,HORSEPOWER,PRICE,TRANSMISSION,CURRENCY,TAX_RATE,PRICE_INCLUDE_TAX
2336,NISSAN,JUKE,Juke,RX,2013,1.5,109,140000000.0,0,Rp,,140000000.0
2337,PEUGEOT,408,408,2.0 A/T,2013,2.0,146,140000000.0,Automatic Transmission,Rp,,140000000.0
2338,TOYOTA,VIOS,All New Vios,G A/T,2013,1.5,107,140000000.0,Automatic Transmission,Rp,,140000000.0
2339,TOYOTA,VIOS,All New Vios,G M/T,2013,1.5,107,140000000.0,Manual Transmission,Rp,,140000000.0
2340,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,E A/T Grand New,2013,2.0,136,140000000.0,Automatic Transmission,Rp,,140000000.0
2341,TOYOTA,RUSH,Rush,S A/T Facelift,2013,1.5,110,140000000.0,Automatic Transmission,Rp,,140000000.0
2342,TOYOTA,RUSH,Rush,S M/T Facelift,2013,1.5,110,140000000.0,Manual Transmission,Rp,,140000000.0
2343,TOYOTA,HILUX,Toyota Hilux Singel Cabin,Hilux Singel Kabin Diesel,2013,2.5,-,140000000.0,0,Rp,,140000000.0
2344,TOYOTA,VIOS,Vios - New,TRD A/T,2013,1.5,106,140000000.0,Automatic Transmission,Rp,,140000000.0
2345,CHEVROLET,ORLANDO,Orlando,LT,2014,1.8,141,140000000.0,0,Rp,,140000000.0
2346,DAIHATSU,TERIOS,Terios,Facelift,2014,1.5,109,140000000.0,0,Rp,,140000000.0
2347,FORD,FIESTA,Fiesta,Ecoboost,2014,1.0,125,140000000.0,0,Rp,,140000000.0
2348,HONDA,MOBILIO,Mobilio,Prestige CVT,2014,1.5,116,140000000.0,CVT,Rp,,140000000.0
2349,HONDA,MOBILIO,Mobilio,RS A/T,2014,1.5,118,140000000.0,Automatic Transmission,Rp,,140000000.0
2350,HONDA,MOBILIO,Mobilio,RS M/T,2014,1.5,118,140000000.0,Manual Transmission,Rp,,140000000.0
2351,KIA,CARRENS III,Carrens III,A/T,2014,2.0,140,140000000.0,Automatic Transmission,Rp,,140000000.0
2352,MAZDA,MAZDA2,Mazda2,All New SkyActive V A/T,2014,1.5,108,140000000.0,Automatic Transmission,Rp,,140000000.0
2353,NISSAN,GRAND LIVINA,Grand Livina,All New 1.5 XV A/T,2014,1.5,109,140000000.0,Automatic Transmission,Rp,,140000000.0
2354,NISSAN,GRAND LIVINA,Grand Livina,All New 1.5 XV M/T,2014,1.5,109,140000000.0,Manual Transmission,Rp,,140000000.0
2355,TOYOTA,VIOS,All New Vios,E A/T,2014,1.5,107,140000000.0,Automatic Transmission,Rp,,140000000.0
2356,TOYOTA,AVANZA,Avanza,All New Veloz 1.5 A/T,2014,1.5,103,140000000.0,Automatic Transmission,Rp,,140000000.0
2357,TOYOTA,AVANZA,Avanza,All New Veloz 1.5 M/T,2014,1.5,103,140000000.0,Manual Transmission,Rp,,140000000.0
2358,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,J Grand New,2014,2.0,136,140000000.0,0,Rp,,140000000.0
2359,TOYOTA,RUSH,Rush,G A/T Facelift,2014,1.5,110,140000000.0,Automatic Transmission,Rp,,140000000.0
2360,TOYOTA,RUSH,Rush,G M/T Facelift,2014,1.5,110,140000000.0,Manual Transmission,Rp,,140000000.0
2361,TOYOTA,YARIS,Yaris - All New,E A/T,2014,1.5,107,140000000.0,Automatic Transmission,Rp,,140000000.0
2362,TOYOTA,YARIS,Yaris - All New,G M/T,2014,1.5,107,140000000.0,Manual Transmission,Rp,,140000000.0
2363,FORD,FIESTA,Fiesta,All New S A/T,2015,1.5,112,140000000.0,Automatic Transmission,Rp,,140000000.0
2364,FORD,FIESTA,Fiesta,All New S M/T,2015,1.5,112,140000000.0,Manual Transmission,Rp,,140000000.0
2365,HONDA,BRV,BRV,1.5 E CVT,2015,1.5,118,140000000.0,CVT,Rp,,140000000.0
2366,HONDA,BRV,BRV,1.5 S M/T,2015,1.5,118,140000000.0,Manual Transmission,Rp,,140000000.0
2367,HONDA,MOBILIO,Mobilio,S CVT,2015,1.5,118,140000000.0,CVT,Rp,,140000000.0
2368,MAZDA,MAZDA2,Mazda2,All New SkyActive V M/T,2015,1.5,108,140000000.0,Manual Transmission,Rp,,140000000.0
2369,NISSAN,GRAND LIVINA,Grand Livina,All New 1.5 SV A/T,2015,1.5,109,140000000.0,Automatic Transmission,Rp,,140000000.0
2370,NISSAN,GRAND LIVINA,Grand Livina,All New 1.5 SV M/T,2015,1.5,109,140000000.0,Manual Transmission,Rp,,140000000.0
2371,SUZUKI,APV,Suzuki APV Arena,Suzuki Arena GX M/T,2015,1.5,107,140000000.0,Manual Transmission,Rp,,140000000.0
2372,TOYOTA,VIOS,All New Vios,E M/T,2015,1.5,107,140000000.0,Manual Transmission,Rp,,140000000.0
2373,TOYOTA,AVANZA,Avanza,All New Veloz 1.3 A/T,2015,1.3,96,140000000.0,Automatic Transmission,Rp,,140000000.0
2374,TOYOTA,AVANZA,Avanza,All New Veloz 1.3 M/T,2015,1.3,96,140000000.0,Manual Transmission,Rp,,140000000.0
2375,TOYOTA,HILUX,Toyota Hilux Singel Cabin,Hilux Singel Kabin Bensin,2015,2.0,-,140000000.0,0,Rp,,140000000.0
2376,TOYOTA,YARIS,Yaris - All New,E M/T,2015,1.5,107,140000000.0,Manual Transmission,Rp,,140000000.0
2377,DAIHATSU,LUXIO,Luxio,X Ultimate M/T,2016,1.5,97,140000000.0,Manual Transmission,Rp,,140000000.0
2378,DAIHATSU,XENIA,Xenia,All New 1.3 R Attivo A/T Facelift,2016,1.3,91,140000000.0,Automatic Transmission,Rp,,140000000.0
2379,DAIHATSU,XENIA,Xenia,All New 1.3 R Attivo M/T Facelift,2016,1.3,91,140000000.0,Manual Transmission,Rp,,140000000.0
2380,FORD,ECOSPORT,Ecosport,Titanium M/T,2016,1.5,111,140000000.0,Manual Transmission,Rp,,140000000.0
2381,HONDA,MOBILIO,Mobilio,E M/T Facelift,2016,1.5,118,140000000.0,Manual Transmission,Rp,,140000000.0
2382,HYUNDAI,I20,i20,All New M/T,2016,1.4,100,140000000.0,Manual Transmission,Rp,,140000000.0
2383,SUZUKI,APV,Suzuki APV Arena,Suzuki Arena GX A/T,2016,1.5,107,140000000.0,Automatic Transmission,Rp,,140000000.0
2384,SUZUKI,APV,Suzuki APV Arena,Suzuki Arena GX M/T,2016,1.5,107,140000000.0,Manual Transmission,Rp,,140000000.0
2385,TOYOTA,AVANZA,Avanza,All New G A/T Facelift,2016,1.3,96,140000000.0,Automatic Transmission,Rp,,140000000.0
2386,DAIHATSU,XENIA,Xenia,All New 1.3 X M/T Facelift,2017,1.3,92,140000000.0,Manual Transmission,Rp,,140000000.0
2387,HONDA,MOBILIO,Mobilio,S M/T Facelift,2017,1.5,118,140000000.0,Manual Transmission,Rp,,140000000.0
2388,ISUZU,PANTHER,Panther Pick Up,Panther Pick up Cargo 3 way,2017,2.5,-,140000000.0,0,Rp,,140000000.0
2389,KIA,RIO,Rio,1.4 A/T,2017,1.4,100,140000000.0,Automatic Transmission,Rp,,140000000.0
2390,NISSAN,MARCH,March,1.5 A/T,2017,1.5,101,140000000.0,Automatic Transmission,Rp,,140000000.0
2391,SUZUKI,ERTIGA,Suzuki Ertiga,New Ertiga GX A/T,2017,1.4,-,140000000.0,Automatic Transmission,Rp,,140000000.0
2392,WULING,CONFERO,Confero,S 1.5 L M/T,2017,1.5,107,140000000.0,Manual Transmission,Rp,,140000000.0
2393,DAIHATSU,XENIA,Xenia,All New 1.0 M Family,2018,1.0,62,140000000.0,0,Rp,,140000000.0
2394,DAIHATSU,XENIA,Xenia,All New 1.3 X A/T Facelift,2018,1.3,92,140000000.0,Automatic Transmission,Rp,,140000000.0
2395,DATSUN,GO CROSS,Go Cross,CVT,2018,1.2,77,140000000.0,CVT,Rp,,140000000.0
2396,HONDA,BRIO,Brio,All New Brio Satya E A/T,2019,1.2,89,140000000.0,Automatic Transmission,Rp,,140000000.0
2397,NISSAN,GRAND LIVINA,Grand Livina,1.5 XV M/T,2015,1.5,109,143000000.0,Manual Transmission,Rp,,143000000.0
2398,TOYOTA,AVANZA,Avanza,G Lux A/T,2014,1.3,96,144000000.0,Automatic Transmission,Rp,,144000000.0
2399,ISUZU,PANTHER,Panther - New,Grand Touring A/T,2008,2.5,80,145000000.0,Automatic Transmission,Rp,,145000000.0
2400,ISUZU,PANTHER,Panther - New,Hi-Grade LS Turbo,2008,2.5,86,145000000.0,0,Rp,,145000000.0
2401,HONDA,CR-V,CR-V,All NewCRV 2.4 A/T,2009,2.4,189,145000000.0,Automatic Transmission,Rp,,145000000.0
2402,MAZDA,BT-50,B 2500/BT 50,BT 50 Double Cab,2010,2.5,199,145000000.0,0,Rp,,145000000.0
2403,HONDA,ACCORD,Accord,New 2.4 VTi-L M/T,2011,2.4,176,145000000.0,Manual Transmission,Rp,,145000000.0
2404,HONDA,JAZZ,Jazz - New,RS A/T Facelift,2011,1.5,119,145000000.0,Automatic Transmission,Rp,,145000000.0
2405,HONDA,JAZZ,Jazz - New,RS M/T Facelift,2011,1.5,119,145000000.0,Manual Transmission,Rp,,145000000.0
2406,MITSUBISHI,STRADA,Strada,Strada Triton,2011,2.5,135,145000000.0,0,Rp,,145000000.0
2407,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,G A/T Facelift,2011,2.0,136,145000000.0,Automatic Transmission,Rp,,145000000.0
2408,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,G M/T Facelift,2011,2.0,136,145000000.0,Manual Transmission,Rp,,145000000.0
2409,CHEVROLET,CAPTIVA,Captiva,Diesel A/T Facelift,2012,2.0,163,145000000.0,Automatic Transmission,Rp,,145000000.0
2410,RENAULT,DUSTER,Duster,Duster Rxl DCI 4x2,2014,1.5,85,145000000.0,0,Rp,,145000000.0
2411,HONDA,MOBILIO,Mobilio,E CVT,2015,1.5,118,145000000.0,CVT,Rp,,145000000.0
2412,TOYOTA,AVANZA,Avanza,All New Veloz 1.5 A/T Facelift,2015,1.5,103,145000000.0,Automatic Transmission,Rp,,145000000.0
2413,DAIHATSU,TERIOS,Terios,X Extra M/T,2016,1.5,109,145000000.0,Manual Transmission,Rp,,145000000.0
2414,CHEVROLET,SPARK,Spark,All New A/T Facelift,2017,1.0,98,145000000.0,Automatic Transmission,Rp,,145000000.0
2415,DAIHATSU,XENIA,Xenia,All New 1.3 R A/T Facelift,2017,1.3,95,145000000.0,Automatic Transmission,Rp,,145000000.0
2416,DAIHATSU,XENIA,Xenia,All New 1.3 R M/T Facelift,2017,1.3,95,145000000.0,Manual Transmission,Rp,,145000000.0
2417,HONDA,BRIO,Brio,1.2 RS M/T,2018,1.2,89,145000000.0,Manual Transmission,Rp,,145000000.0
2418,ISUZU,PANTHER,Panther Pick Up,Panther Pick up Cargo 3 way,2018,2.5,-,145000000.0,0,Rp,,145000000.0
2419,TOYOTA,AVANZA,Avanza,All New E A/T Facelift,2018,1.3,96,145000000.0,Automatic Transmission,Rp,,145000000.0
2420,TOYOTA,AVANZA,Avanza,All New E M/T Facelift,2018,1.3,96,145000000.0,Manual Transmission,Rp,,145000000.0
2421,MERCEDES-BENZ,S-CLASS,S-Class,S 320,2000,3.2,333,150000000.0,0,Rp,,150000000.0
2422,LAND ROVER,RANGE ROVER,Range Rover,HSE,2001,4.6,339,150000000.0,0,Rp,,150000000.0
2423,MERCEDES-BENZ,E-CLASS,E-Class New Eyes - W210,240 V6 Avantgarde,2001,2.4,177,150000000.0,0,Rp,,150000000.0
2424,MERCEDES-BENZ,C-CLASS,New C-Class - W203,320 Avantgarde A/T,2001,3.2,218,150000000.0,Automatic Transmission,Rp,,150000000.0
2425,MITSUBISHI,PAJERO,Pajero,DID Diesel,2001,4.0,165,150000000.0,0,Rp,,150000000.0
2426,BMW,X5,X5,3.0 A/T,2002,3.0,225,150000000.0,Automatic Transmission,Rp,,150000000.0
2427,BMW,X5,X5,4.4 A/T,2002,4.4,315,150000000.0,Automatic Transmission,Rp,,150000000.0
2428,CHRYSLER,CHEROKEE,Cherokee,Grand,2002,4.7,305,150000000.0,0,Rp,,150000000.0
2429,MERCEDES-BENZ,E-CLASS,E-Class New Eyes - W210,320 V6 Elegance A/T5sp,2002,3.2,224,150000000.0,Automatic Transmission,Rp,,150000000.0
2430,MERCEDES-BENZ,M-CLASS,M-Class,ML 270 CDI M/T,2002,2.7,163,150000000.0,Manual Transmission,Rp,,150000000.0
2431,JAGUAR,X-TYPE,X-Type,2.5 V6,2003,2.5,200,150000000.0,0,Rp,,150000000.0
2432,TOYOTA,ALPHARD,Alphard,2.4 V,2003,2.4,168,150000000.0,0,Rp,,150000000.0
2433,AUDI,A3,A3,2.0 FSI 2 Door,2004,2.0,150,150000000.0,0,Rp,,150000000.0
2434,AUDI,ALLROAD,Allroad,2.7,2004,2.7,250,150000000.0,0,Rp,,150000000.0
2435,LAND ROVER,FREELANDER,Freelander,V6 2.500 A/T,2004,2.5,174,150000000.0,Automatic Transmission,Rp,,150000000.0
2436,MERCEDES-BENZ,V-CLASS,V-Class,Vito 270 CDI,2004,2.7,189,150000000.0,0,Rp,,150000000.0
2437,TOYOTA,HARRIER,Harrier - New,2.4 G Package 4x2 A/T,2004,2.4,160,150000000.0,Automatic Transmission,Rp,,150000000.0
2438,TOYOTA,HARRIER,Harrier - New,2.4 L Premium 4x2 A/T,2004,2.4,160,150000000.0,Automatic Transmission,Rp,,150000000.0
2439,VOLVO,XC 90,XC 90,2.5 T,2004,2.9,208,150000000.0,0,Rp,,150000000.0
2440,VOLVO,XC 90,XC 90,T6,2004,2.9,316,150000000.0,0,Rp,,150000000.0
2441,BMW,5,530i,New,2005,3.0,251,150000000.0,0,Rp,,150000000.0
2442,BMW,X3,X3,3.0 A/T,2005,3.0,225,150000000.0,Automatic Transmission,Rp,,150000000.0
2443,MERCEDES-BENZ,S-CLASS,S-Class,S 280,2005,2.8,204,150000000.0,0,Rp,,150000000.0
2444,TOYOTA,FORTUNER,Fortuner,G Lux 4x2 A/T,2005,2.7,163,150000000.0,Automatic Transmission,Rp,,150000000.0
2445,VOLKSWAGEN,GOLF,Golf,MK V 2.0 FSI,2005,2.0,150,150000000.0,0,Rp,,150000000.0
2446,AUDI,A6,A6,2.4 Multitronic,2006,2.4,170,150000000.0,0,Rp,,150000000.0
2447,BMW,1,116i,A/T,2006,1.6,135,150000000.0,Automatic Transmission,Rp,,150000000.0
2448,BMW,5,520i,E60 Tiptronic,2006,2.0,170,150000000.0,Tiptronic,Rp,,150000000.0
2449,BMW,X3,X3,2.5 A/T,2006,2.5,184,150000000.0,Automatic Transmission,Rp,,150000000.0
2450,HONDA,ELYSION,Elysion,3.0,2006,3.0,200,150000000.0,0,Rp,,150000000.0
2451,MERCEDES-BENZ,E-CLASS,E-Class New model - W211,280 V6,2006,3.0,231,150000000.0,0,Rp,,150000000.0
2452,TOYOTA,CAMRY,Camry,New Q 3.5 V6 A/T,2006,3.5,277,150000000.0,Automatic Transmission,Rp,,150000000.0
2453,TOYOTA,CAMRY,Camry,New V 2.4 A/T,2006,2.4,167,150000000.0,Automatic Transmission,Rp,,150000000.0
2454,AUDI,A5,A5,Facelift,2007,2.0,211,150000000.0,0,Rp,,150000000.0
2455,AUDI,A6,A6,2.0 TFSI,2007,2.0,170,150000000.0,0,Rp,,150000000.0
2456,MERCEDES-BENZ,C-CLASS,New C-Class - W203,240 Elegance A/T,2007,2.6,170,150000000.0,Automatic Transmission,Rp,,150000000.0
2457,TOYOTA,KIJANG INNOVA,Kijang Innova - Diesel,V A/T,2007,2.5,102,150000000.0,Automatic Transmission,Rp,,150000000.0
2458,TOYOTA,RAV4,RAV4,2.4 A/T VVT-I,2007,2.4,170,150000000.0,Automatic Transmission,Rp,,150000000.0
2459,AUDI,A3,A3,2.0 FSI turbo,2008,2.0,150,150000000.0,0,Rp,,150000000.0
2460,AUDI,A4,A4,2.0 FSI turbo,2008,2.0,150,150000000.0,0,Rp,,150000000.0
2461,BMW,3,320i,E90 Tiptronic,2008,2.0,150,150000000.0,Tiptronic,Rp,,150000000.0
2462,ISUZU,PANTHER,Panther - New,Grand Touring M/T,2008,2.5,80,150000000.0,Manual Transmission,Rp,,150000000.0
2463,MAZDA,MAZDA6,Mazda6,2.5 A/T,2008,2.5,171,150000000.0,Automatic Transmission,Rp,,150000000.0
2464,MERCEDES-BENZ,E-CLASS,E-Class New model - W211,200 Kompresor,2008,1.8,184,150000000.0,0,Rp,,150000000.0
2465,MITSUBISHI,LANCER,Lancer,New Lancer EX,2008,2.0,150,150000000.0,0,Rp,,150000000.0
2466,NISSAN,FRONTIER,Frontier,Diesel 3.0,2008,3.0,109,150000000.0,0,Rp,,150000000.0
2467,TOYOTA,FORTUNER,Fortuner,G 4x2 A/T,2008,2.7,163,150000000.0,Automatic Transmission,Rp,,150000000.0
2468,TOYOTA,FORTUNER,Fortuner,G 4x2 M/T,2008,2.7,163,150000000.0,Manual Transmission,Rp,,150000000.0
2469,TOYOTA,FORTUNER,Fortuner,G Lux 4x2 M/T,2008,2.7,163,150000000.0,Manual Transmission,Rp,,150000000.0
2470,TOYOTA,KIJANG INNOVA,Kijang Innova - Diesel,G A/T Facelilft,2008,2.5,102,150000000.0,Automatic Transmission,Rp,,150000000.0
2471,TOYOTA,KIJANG INNOVA,Kijang Innova - Diesel,G M/T Facelift,2008,2.5,102,150000000.0,Manual Transmission,Rp,,150000000.0
2472,TOYOTA,KIJANG INNOVA,Kijang Innova - Diesel,V M/T,2008,2.5,102,150000000.0,Manual Transmission,Rp,,150000000.0
2473,AUDI,Q5,Q5,2.0 FSI Quattro,2009,2.0,255,150000000.0,0,Rp,,150000000.0
2474,FORD,EVEREST,New Everest,TDCI M/T 4x4,2009,2.5,143,150000000.0,Manual Transmission,Rp,,150000000.0
2475,HONDA,CIVIC,Civic,New 1.8 A/T,2009,1.8,131,150000000.0,Automatic Transmission,Rp,,150000000.0
2476,HYUNDAI,H1,H1,CRDi Elegance A/T,2009,2.4,173,150000000.0,Automatic Transmission,Rp,,150000000.0
2477,MAZDA,CX -7,CX -7,2.3 GT,2009,2.3,260,150000000.0,0,Rp,,150000000.0
2478,MERCEDES-BENZ,B-CLASS,B-Class,B 170,2009,1.7,116,150000000.0,0,Rp,,150000000.0
2479,TOYOTA,CAMRY,Camry,New G 2.4 A/T,2009,2.4,167,150000000.0,Automatic Transmission,Rp,,150000000.0
2480,FORD,EVEREST,All New Everest,Facelift,2010,2.5,-,150000000.0,0,Rp,,150000000.0
2481,FORD,EVEREST,New Everest,Facelift,2010,2.5,143,150000000.0,0,Rp,,150000000.0
2482,HONDA,ACCORD,Accord,New 2.4 VTi-L A/T,2010,2.4,176,150000000.0,Automatic Transmission,Rp,,150000000.0
2483,HONDA,CITY,City,All New City RS A/T,2010,1.5,120,150000000.0,Automatic Transmission,Rp,,150000000.0
2484,HONDA,CIVIC,Civic,New 1.8 M/T,2010,1.8,131,150000000.0,Manual Transmission,Rp,,150000000.0
2485,HONDA,CIVIC,Civic,New 2.0 A/T,2010,2.0,140,150000000.0,Automatic Transmission,Rp,,150000000.0
2486,HYUNDAI,H1,H1,CRDi M/T,2010,2.4,173,150000000.0,Manual Transmission,Rp,,150000000.0
2487,HYUNDAI,H1,H1,CRDi XG A/T,2010,2.4,170,150000000.0,Automatic Transmission,Rp,,150000000.0
2488,ISUZU,PANTHER,Panther - New,Adventure,2010,2.5,80,150000000.0,0,Rp,,150000000.0
2489,MAZDA,MAZDA6,Mazda6,2.0 A/T,2010,2.0,143,150000000.0,Automatic Transmission,Rp,,150000000.0
2490,NISSAN,MURANO,Murano,3.5,2010,3.5,248,150000000.0,0,Rp,,150000000.0
2491,NISSAN,X-TRAIL,X-Trail,New Model 2.5 XT A/T,2010,2.5,171,150000000.0,Automatic Transmission,Rp,,150000000.0
2492,PEUGEOT,308,308,A/T,2010,1.6,156,150000000.0,Automatic Transmission,Rp,,150000000.0
2493,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,V A/T Facelift,2010,2.0,136,150000000.0,Automatic Transmission,Rp,,150000000.0
2494,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,V M/T Facelift,2010,2.0,136,150000000.0,Manual Transmission,Rp,,150000000.0
2495,TOYOTA,KIJANG INNOVA,Kijang Innova - Diesel,E M/T Facelift,2010,2.5,102,150000000.0,Manual Transmission,Rp,,150000000.0
2496,VOLKSWAGEN,GOLF,Golf,MK VI 1.4 TSI,2010,1.4,140,150000000.0,0,Rp,,150000000.0
2497,VOLKSWAGEN,TOURAN,Touran,TSI 1.4 A/T Highline,2010,1.4,150,150000000.0,Automatic Transmission,Rp,,150000000.0
2498,CHEVROLET,CAPTIVA,Captiva,AWD VCDi Facelift,2011,2.0,150,150000000.0,0,Rp,,150000000.0
2499,FORD,FOCUS,Focus,TDCi,2011,2.0,136,150000000.0,0,Rp,,150000000.0
2500,FORD,EVEREST,New Everest,TDCI M/T 4x4,2011,2.5,143,150000000.0,Manual Transmission,Rp,,150000000.0
2501,HONDA,CITY,City,All New City E M/T,2011,1.5,120,150000000.0,Manual Transmission,Rp,,150000000.0
2502,HONDA,CITY,City,All New City RS MT,2011,1.5,120,150000000.0,0,Rp,,150000000.0
2503,HONDA,FREED,Freed,Electric Sliding Door E,2011,1.5,118,150000000.0,0,Rp,,150000000.0
2504,KIA,SPORTAGE III,Sportage III,EX A/T,2011,2.0,176,150000000.0,Automatic Transmission,Rp,,150000000.0
2505,MAZDA,MAZDA8,Mazda8,2.3 A/T,2011,2.3,163,150000000.0,Automatic Transmission,Rp,,150000000.0
2506,NISSAN,X-TRAIL,X-Trail,New Model 2.0 ST A/T,2011,2.0,144,150000000.0,Automatic Transmission,Rp,,150000000.0
2507,NISSAN,X-TRAIL,X-Trail,New Model 2.0 ST M/T,2011,2.0,144,150000000.0,Manual Transmission,Rp,,150000000.0
2508,TOYOTA,COROLLA ALTIS,Corolla Altis,New Altis V 2.0 A/T,2011,2.0,145,150000000.0,Automatic Transmission,Rp,,150000000.0
2509,TOYOTA,COROLLA ALTIS,Corolla Altis,New Altis V A/T,2011,1.8,149,150000000.0,Automatic Transmission,Rp,,150000000.0
2510,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,G A/T Grand New,2011,2.0,136,150000000.0,Automatic Transmission,Rp,,150000000.0
2511,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,V Luxury A/T,2011,2.0,136,150000000.0,Automatic Transmission,Rp,,150000000.0
2512,VOLKSWAGEN,TOURAN,Touran,TSI 1.4 A/T Facelift,2011,1.4,150,150000000.0,Automatic Transmission,Rp,,150000000.0
2513,CHEVROLET,CAPTIVA,Captiva,Petrol A/T Facelift,2012,2.4,147,150000000.0,Automatic Transmission,Rp,,150000000.0
2514,CHEVROLET,COLORADO,Colorado,LTZ M/T,2012,2.5,198,150000000.0,Manual Transmission,Rp,,150000000.0
2515,FORD,FOCUS,Focus,All New Sedan 2.0,2012,2.0,160,150000000.0,0,Rp,,150000000.0
2516,HONDA,FREED,Freed,Manual Sliding Door S,2012,1.5,118,150000000.0,0,Rp,,150000000.0
2517,HONDA,JAZZ,Jazz - New,RS A/T Facelift,2012,1.5,119,150000000.0,Automatic Transmission,Rp,,150000000.0
2518,HONDA,JAZZ,Jazz - New,RS M/T Facelift,2012,1.5,119,150000000.0,Manual Transmission,Rp,,150000000.0
2519,HYUNDAI,TUCSON,Tucson,New XG Panoramic,2012,2.0,157,150000000.0,0,Rp,,150000000.0
2520,ISUZU,PANTHER,Panther - New,LV Turbo,2012,2.5,80,150000000.0,0,Rp,,150000000.0
2521,KIA,SPORTAGE III,Sportage III,SE A/T,2012,2.0,176,150000000.0,Automatic Transmission,Rp,,150000000.0
2522,MAZDA,BIANTE,Biante,A/T,2012,2.0,150,150000000.0,Automatic Transmission,Rp,,150000000.0
2523,MITSUBISHI,OUTLANDER,Outlander,GLS,2012,2.0,149,150000000.0,0,Rp,,150000000.0
2524,MITSUBISHI,OUTLANDER,Outlander,GLX M/T,2012,2.0,149,150000000.0,Manual Transmission,Rp,,150000000.0
2525,NISSAN,X-TRAIL,X-Trail,New Model 2.5 St,2012,2.5,171,150000000.0,0,Rp,,150000000.0
2526,CHEVROLET,COLORADO,Colorado,LT M/T,2013,2.5,183,150000000.0,Manual Transmission,Rp,,150000000.0
2527,FORD,FOCUS,Focus,All New Hatchback 1.6,2013,1.6,100,150000000.0,0,Rp,,150000000.0
2528,HONDA,CITY,City,All New City E A/T,2013,1.5,120,150000000.0,Automatic Transmission,Rp,,150000000.0
2529,HYUNDAI,H1,H1,Petrol Elegance A/T,2013,2.4,175,150000000.0,Automatic Transmission,Rp,,150000000.0
2530,HYUNDAI,TUCSON,Tucson,New GLS Tiptronic,2013,2.0,157,150000000.0,Tiptronic,Rp,,150000000.0
2531,KIA,SPORTAGE III,Sportage III,SE M/T,2013,2.0,176,150000000.0,Manual Transmission,Rp,,150000000.0
2532,NISSAN,JUKE,Juke,CVT A/T,2013,1.5,109,150000000.0,Automatic Transmission,Rp,,150000000.0
2533,TOYOTA,VIOS,All New Vios,G A/T TRD,2013,1.5,107,150000000.0,Automatic Transmission,Rp,,150000000.0
2534,TOYOTA,COROLLA ALTIS,Corolla Altis,New Altis G A/T,2013,1.8,149,150000000.0,Automatic Transmission,Rp,,150000000.0
2535,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,E M/T Grand New,2013,2.0,136,150000000.0,Manual Transmission,Rp,,150000000.0
2536,TOYOTA,RUSH,Rush,TRD A/T,2013,1.5,110,150000000.0,Automatic Transmission,Rp,,150000000.0
2537,TOYOTA,RUSH,Rush,TRD M/T,2013,1.5,110,150000000.0,Manual Transmission,Rp,,150000000.0
2538,TOYOTA,YARIS,Yaris,S M/T Facelift,2013,1.5,107,150000000.0,Manual Transmission,Rp,,150000000.0
2539,TOYOTA,YARIS,Yaris,TRD Sportivo A/T,2013,1.5,107,150000000.0,Automatic Transmission,Rp,,150000000.0
2540,TOYOTA,YARIS,Yaris,TRD Sportivo M/T,2013,1.5,107,150000000.0,Manual Transmission,Rp,,150000000.0
2541,FORD,FIESTA,Fiesta,Sedan Sport A/T Ecobost,2014,1.0,125,150000000.0,Automatic Transmission,Rp,,150000000.0
2542,HONDA,MOBILIO,Mobilio,RS CVT,2014,1.5,118,150000000.0,CVT,Rp,,150000000.0
2543,MAZDA,MAZDA2,Mazda2,All New SkyActive R A/T,2014,1.5,108,150000000.0,Automatic Transmission,Rp,,150000000.0
2544,NISSAN,GRAND LIVINA,Grand Livina,All New 1.5 HWS,2014,1.5,109,150000000.0,0,Rp,,150000000.0
2545,NISSAN,JUKE,Juke,CVT A/T,2014,1.5,109,150000000.0,Automatic Transmission,Rp,,150000000.0
2546,TOYOTA,VIOS,All New Vios,G A/T,2014,1.5,107,150000000.0,Automatic Transmission,Rp,,150000000.0
2547,TOYOTA,VIOS,All New Vios,G M/T,2014,1.5,107,150000000.0,Manual Transmission,Rp,,150000000.0
2548,TOYOTA,VIOS,All New Vios,G M/T TRD,2014,1.5,107,150000000.0,Manual Transmission,Rp,,150000000.0
2549,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,E A/T Grand New FL,2014,2.0,136,150000000.0,Automatic Transmission,Rp,,150000000.0
2550,TOYOTA,RUSH,Rush,S A/T Facelift,2014,1.5,110,150000000.0,Automatic Transmission,Rp,,150000000.0
2551,TOYOTA,HILUX,Toyota Hilux Singel Cabin,Hilux Singel Kabin Diesel,2014,2.5,-,150000000.0,0,Rp,,150000000.0
2552,TOYOTA,YARIS,Yaris - All New,G A/T,2014,1.5,107,150000000.0,Automatic Transmission,Rp,,150000000.0
